id|score
341|0.99945
342|0.99953
343|0.9993
344|0.97683
345|0.99786
346|0.00261
347|0.00262
348|0.00223
349|0.00169
350|0.99906
351|0.9997
352|0.00125
353|0.99838
354|0.99542
355|0.00113
356|0.99507
357|6.5e-4
358|0.00223
359|0.49755
360|0.99817
361|0.9859
362|0.99765
363|0.99955
364|0.00273
365|0.00273
366|0.23769
367|0.00093000000000000005
368|0.00309
369|6.6e-4
370|0.16747
371|0.99074
372|0.99725
373|9.1e-4
374|0.99763
375|0.00281
376|0.00218
377|0.99603
378|0.99966
379|9.8e-4
380|0.99849
381|0.99862
382|0.175
383|0.04897
384|0.00419
385|0.00273
386|0.99718
387|0.00272
388|0.99962
389|0.9992
390|8.1e-4
391|0.0032
392|0.0018
393|0.9977
394|0.00121
395|0.00511
396|0.74243
397|0.84416
398|0.00231
399|0.99818
400|0.00217
401|0.99812
402|0.98683
403|0.98356
404|0.00236
405|0.00211
406|0.00195
407|8.5e-4
408|0.98347
409|0.00443
410|0.00156
411|0.00273
412|0.28009
413|0.00303
414|4.4e-4
415|4e-4
416|0.99412
417|0.01042
418|0.00229
419|0.00455
420|0.00148
421|0.00148
422|6.8e-4
423|0.0022
424|0.00237
425|0.00141
426|0.00197
427|0.00286
428|0.99243
429|0.99624
430|0.00105
431|0.99973
432|0.00492
433|0.97297
434|0.00102
435|0.99966
436|0.00181
437|0.99885
438|0.99627
439|0.99627
440|0.00165
441|0.99872
442|0.99923
443|0.00246
444|0.00368
445|0.0026
446|0.11061
447|0.99853
448|0.00222
449|0.00119
450|0.99603
451|0.0035
452|0.00216
453|0.99723
454|0.00366
455|0.98385
456|0.00126
457|0.31922
458|0.00219
459|0.78491
460|0.00126
461|0.99679
462|0.00161
463|0.00146
464|0.0015
465|0.00118
466|0.99852
467|9.1e-4
468|0.99562
469|0.21977
470|0.99892
471|0.00702
472|0.99963
473|0.00829
474|0.00273
475|0.0014
476|0.09355
477|5.1e-4
478|0.00904
479|0.99912
480|0.99915
481|7.2e-4
482|0.99777
483|0.99966
484|0.99652
485|0.99936
486|9.8e-4
487|0.00127
488|0.01334
489|0.00209
490|0.54881
491|0.07102
492|0.0021
493|0.99828
494|0.00168
495|0.99838
496|6.7e-4
497|7.5e-4
498|4.7e-4
499|8e-4
500|7.5e-4
501|0.00511
502|0.99973
503|0.99919
504|0.98428
505|0.00143
506|0.00293
507|0.00238
508|0.00295
509|0.00258
510|0.00261
511|0.00606
512|0.00693
513|8.1e-4
514|0.62232
515|0.98473
516|0.98506
517|0.00314
518|0.00245
519|0.00109
520|0.0027
521|0.9922
522|0.9996
523|9.5e-4
524|0.99278
525|0.98611
526|0.00347
527|0.9958
528|0.00147
529|0.00273
530|0.99424
531|0.00341
532|0.00174
533|0.00225
534|0.99807
535|0.99824
536|0.00563
537|0.99782
538|9.1e-4
539|0.99375
540|0.00246
541|0.99924
542|0.99927
543|0.99979
544|0.0019
545|0.3915
546|0.62529
547|0.9979
548|0.00212
549|0.98916
550|0.98939
551|0.99307
552|0.99911
553|0.00155
554|0.99841
555|0.0019
556|0.00207
557|0.00216
558|0.99876
559|0.99907
560|0.99949
561|0.99936
562|7.6e-4
563|0.99973
564|0.00238
565|0.999
566|0.00147
567|0.00103
568|0.00298
569|0.00144
570|0.00452
571|0.9996
572|0.00103
573|0.7137
574|0.99942
575|4.6e-4
576|0.16223
577|0.00198
578|0.99977
579|4.2e-4
580|7.6e-4
581|0.99971
582|0.00273
583|0.99965
584|0.99888
585|0.99869
586|7.1e-4
587|0.9962
588|0.99214
589|0.99763
590|0.99228
591|0.99801
592|0.99809
593|4.2e-4
594|0.99529
595|0.00232
596|0.00117
597|0.99429
598|0.98089
599|0.99844
600|0.25567
601|0.00437
602|0.00297
603|0.00171
604|0.93077
605|0.99509
606|0.8334
607|0.99612
608|0.99754
609|9.8e-4
610|0.00749
611|0.02662
612|0.99638
613|0.99778
614|0.9852
615|0.00333
616|0.00284
617|0.00115
618|0.00152
619|0.00214
620|0.00126
621|0.00109
622|0.9659
623|0.00202
624|0.01678
625|0.0163
626|0.99889
627|0.02019
628|0.01678
629|0.01684
630|3.9e-4
631|0.86916
632|0.00318
633|0.0091
634|0.00106
635|0.00155
636|3e-4
637|0.06262
638|0.00148
639|0.00194
640|0.00316
641|0.00206
642|0.99578
643|0.00203
644|0.9977
645|4.1e-4
646|0.99739
647|0.99287
648|0.99797
649|0.00203
650|0.00137
651|0.06019
652|0.00187
653|0.00218
654|0.99787
655|0.00244
656|0.36739
657|0.49589
658|0.99915
659|0.99915
660|0.99918
661|0.99728000000000006
662|0.99961
663|0.00366
664|0.00179
665|0.98528
666|0.06704
667|0.1432
668|0.12759
669|0.0054
670|0.00619
671|0.00302
672|7.5e-4
673|0.0078
674|0.00285
675|0.9879
676|0.00328
677|0.00164
678|0.00155
679|0.00371
680|0.05936
681|0.00529
682|0.03399
683|0.13888
684|8.8e-4
685|0.01459
686|6e-4
687|0.99686
688|0.05621
689|6e-4
690|7.5e-4
691|0.00234
692|0.00296
693|0.02194
694|0.99776
695|0.00501
696|0.17852
697|0.04964
698|0.12896
699|0.0012
700|0.00141
701|0.00275
702|0.00275
703|0.02535
704|0.00501
705|0.00203
706|0.00106
707|0.03944
708|0.00429
709|0.00211
710|0.9971
711|0.04711
712|5.3e-4
713|0.0024
714|0.00282
715|0.9879
716|0.0024
717|4.2e-4
718|0.00129
719|0.00223
720|0.98961
721|0.00237
722|0.001
723|8.2e-4
724|0.003
725|0.00445
726|0.99563
727|0.03305
728|0.02253
729|0.00703
730|0.00136
731|0.00135
732|0.00126
733|0.00213
734|0.95794
735|0.95761
736|0.98629
737|0.00162
738|0.00309
739|0.99866
740|0.00303
741|0.00782
742|0.00228
743|0.99643
744|0.08107
745|0.00107
746|0.99468
747|0.99308
748|0.00291
749|2.2e-4
750|0.00433
751|0.00135
752|8.2e-4
753|0.0019
754|0.00208
755|0.00207
756|0.01139
757|0.00111
758|0.98698
759|0.90626
760|0.99065
761|0.9949
762|0.00324
763|0.99148
764|0.9965
765|1.7e-4
766|0.99138
767|8.3e-4
768|0.00288
769|0.00281
770|6.1e-4
771|8.6e-4
772|0.99838
773|0.00351
774|0.00384
775|0.00477
776|0.0078
777|0.00501
778|0.98907
779|0.98882
780|0.01963
781|0.36757
782|0.00317
783|0.02253
784|0.95814
785|6.2e-4
786|0.97917
787|0.00201
788|0.00864
789|0.0036
790|0.00765
791|0.00236
792|0.00613
793|0.00881
794|0.00203
795|0.99753
796|0.00765
797|4.8e-4
798|0.00443
799|0.98746
800|0.00322
801|0.23398
802|0.04149
803|0.02425
804|0.00398
805|0.02528
806|0.98408
807|0.00503
808|0.01695
809|0.00279
810|7.6e-4
811|0.0012
812|0.02631
813|0.02326
814|0.00227
815|0.00235
816|4.9e-4
817|0.00458
818|0.00208
819|0.99644
820|0.99805
821|0.99726
822|3.7e-4
823|8.8e-4
824|0.99332
825|0.00161
826|0.0019
827|0.0018600000000000001
828|0.00182
829|0.01795
830|0.01792
831|0.00188
832|2.1e-4
833|0.01263
834|0.00472
835|0.00273
836|0.0022
837|5.2e-4
838|0.00363
839|0.00527
840|0.00286
841|0.06182
842|0.06877
843|9.2e-4
844|9.2e-4
845|2.1e-4
846|0.9785
847|8.3e-4
848|0.00202
849|6.2e-4
850|7.5e-4
851|0.00113
852|0.99023
853|0.05245
854|0.54526
855|0.02437
856|0.00375
857|0.99637
858|0.97144
859|0.96363
860|0.02701
861|0.45218
862|0.24808
863|0.99649
864|0.0014
865|0.04532
866|0.23398
867|0.99613
868|0.98384
869|0.00627
870|4.3e-4
871|0.42607
872|0.04149
873|0.99619
874|0.0067
875|0.98549
876|0.00208
877|0.00288
878|0.13861
879|0.11158
880|0.00288
881|0.98451
882|0.91156
883|0.00458
884|0.00115
885|0.00602
886|0.00475
887|0.9956
888|0.96899
889|0.00236
890|0.99286
891|0.00255
892|0.00222
893|0.00349
894|0.00118
895|0.9907
896|0.99615
897|0.00827
898|0.00389
899|0.00143
900|0.991
901|9.6e-4
902|0.01205
903|9.6e-4
904|0.01205
905|0.00127
906|0.98702
907|0.00145
908|0.02906
909|0.02842
910|0.99435
911|0.0037
912|8.6e-4
913|0.00125
914|0.99346
915|0.00242
916|9.2e-4
917|0.99742
918|0.92701
919|0.0078
920|0.00252
921|0.04149
922|0.59972
923|0.99637
924|0.9956
925|0.00519
926|0.00646
927|0.04149
928|0.00168
929|0.07368
930|0.04305
931|0.04305
932|0.0301
933|0.04996
934|0.00137
935|0.99168
936|0.78566
937|0.95499
938|0.02729
939|8.7e-4
940|0.02679
941|0.00458
942|0.97664
943|0.00765
944|0.19256
945|0.00288
946|0.96363
947|9e-4
948|0.97739
949|0.04149
950|0.96727
951|0.00109
952|0.00192
953|0.00197
954|0.94671
955|0.0011
956|0.01396
957|0.01396
958|0.01396
959|0.01287
960|0.00635
961|0.00294
962|0.17512
963|0.01312
964|0.0018600000000000001
965|0.00156
966|7.8e-4
967|0.02296
968|0.17804
969|0.06232
970|0.44409
971|0.97094
972|0.0221
973|3.9e-4
974|0.0036
975|1.6e-4
976|0.03296
977|0.00359
978|5.9e-4
979|0.98643
980|0.00745
981|0.99565
982|0.97797
983|0.00288
984|0.0036
985|0.99788
986|0.97305
987|0.0013
988|0.42359
989|0.04149
990|0.0022
991|0.00366
992|0.98683
993|0.05334
994|0.99544
995|0.00952
996|0.0023
997|0.00244
998|0.99649
999|0.00458
1000|0.99801
1001|0.04149
1002|0.99669
1003|0.99669
1004|0.97977
1005|0.99923
1006|0.01302
1007|0.99842
1008|0.72078
1009|0.09189
1010|0.04149
1011|2.9e-4
1012|0.03019
1013|0.23398
1014|0.15606
1015|0.15606
1016|0.00584
1017|0.04149
1018|0.99216
1019|0.0022
1020|0.00106
1021|0.00113
1022|0.0014
1023|0.00288
1024|0.99737
1025|9.7e-4
1026|0.9882
1027|0.9851
1028|0.0022
1029|0.99183
1030|0.00654
1031|0.00637
1032|0.00327
1033|0.04149
1034|0.95653
1035|0.95862
1036|0.95862
1037|0.99466
1038|0.16757
1039|0.0022
1040|0.99522
1041|0.99219
1042|0.0022
1043|0.99132
1044|0.99132
1045|0.99623
1046|0.00197
1047|0.00116
1048|0.99836
1049|0.99793
1050|0.95199
1051|0.9909
1052|0.00443
1053|0.00288
1054|0.0078
1055|0.23398
1056|0.00288
1057|0.98597
1058|0.99743
1059|0.35983
1060|0.0029
1061|0.98896
1062|0.99726
1063|0.00113
1064|0.00163
1065|0.99126
1066|0.00177
1067|0.00202
1068|0.99092
1069|0.00595
1070|0.01312
1071|0.02401
1072|0.17512
1073|0.0285
1074|0.04149
1075|0.04149
1076|0.00093000000000000005
1077|0.23398
1078|0.9956
1079|0.42359
1080|0.99441
1081|0.97452
1082|0.99837
1083|0.98855
1084|4.3e-4
1085|0.00473
1086|0.00267
1087|0.17509
1088|0.00138
1089|0.81339
1090|0.00137
1091|0.06422
1092|0.05169
1093|8.2e-4
1094|0.00223
1095|0.4097
1096|0.15284
1097|0.00188
1098|0.00192
1099|0.02339
1100|0.02339
1101|0.00825
1102|0.00185
1103|0.00189
1104|0.00185
1105|0.00159
1106|0.00188
1107|0.02295
1108|7.8e-4
1109|2e-4
1110|0.00183
1111|0.00216
1112|0.00196
1113|0.02278
1114|0.01052
1115|0.00458
1116|0.00907
1117|0.0022
1118|0.00301
1119|0.00239
1120|6.1e-4
1121|0.94295
1122|0.97189
1123|0.99136
1124|0.9923
1125|0.204
1126|0.00199
1127|0.11526
1128|0.00126
1129|0.00288
1130|8.7e-4
1131|0.02935
1132|0.99417
1133|0.00288
1134|0.00275
1135|7.6e-4
1136|0.00288
1137|0.07792
1138|0.0078
1139|0.00227
1140|0.00171
1141|0.00203
1142|0.00718
1143|0.00751
1144|0.00751
1145|0.00755
1146|0.00751
1147|0.03935
1148|0.0043
1149|0.00193
1150|0.99731
1151|4.9e-4
1152|0.01344
1153|5.4e-4
1154|0.04576
1155|0.0022
1156|0.00907
1157|0.01846
1158|3.8e-4
1159|0.02819
1160|0.99619
1161|0.00607
1162|0.0069
1163|0.99622
1164|0.00622
1165|0.0078
1166|0.00154
1167|0.00765
1168|0.02826
1169|0.00369
1170|0.00103
1171|9.2e-4
1172|0.00171
1173|0.01174
1174|0.01174
1175|0.01174
1176|0.01174
1177|9.2e-4
1178|9.2e-4
1179|9.2e-4
1180|8.9e-4
1181|0.01062
1182|7.9e-4
1183|0.98941
1184|0.00512
1185|0.00132
1186|0.00132
1187|0.00132
1188|0.99592
1189|0.98947
1190|0.99607
1191|0.97854
1192|0.00209
1193|0.00152
1194|0.0283
1195|0.00288
1196|0.04149
1197|0.98194
1198|8.2e-4
1199|0.57419
1200|0.0022
1201|0.0022
1202|0.00236
1203|0.0022
1204|0.00205
1205|0.00301
1206|0.98063
1207|0.00188
1208|0.0018
1209|0.01789
1210|0.01738
1211|4.8e-4
1212|0.03576
1213|0.00288
1214|0.0022
1215|0.001
1216|0.04149
1217|0.99727
1218|0.00152
1219|0.00253
1220|0.0022
1221|0.00407
1222|0.00288
1223|0.00313
1224|0.98899
1225|0.00203
1226|2.6e-4
1227|0.00126
1228|0.05035
1229|0.99457
1230|0.00127
1231|0.06728
1232|0.00471
1233|0.97836
1234|0.99555
1235|8.6e-4
1236|0.00857
1237|0.99421
1238|0.00229
1239|0.99079
1240|0.00327
1241|0.96937
1242|0.01016
1243|0.00781
1244|0.00765
1245|0.99827
1246|0.0022
1247|8.4e-4
1248|0.98382
1249|0.00635
1250|0.04954
1251|0.00288
1252|0.00266
1253|0.00646
1254|0.0078
1255|0.96805
1256|0.0078
1257|0.98984
1258|0.99767
1259|0.99101
1260|0.00151
1261|0.99733
1262|0.99827
1263|7.9e-4
1264|0.0016
1265|5.5e-4
1266|0.12973
1267|4.2e-4
1268|0.02121
1269|0.00111
1270|0.00231
1271|0.00129
1272|0.00129
1273|0.00381
1274|0.05231
1275|0.00135
1276|0.00195
1277|0.04987
1278|0.9852
1279|0.00115
1280|0.14836
1281|0.00116
1282|0.00229
1283|0.0022
1284|0.0036
1285|0.0022
1286|0.00205
1287|0.99577
1288|0.00829
1289|0.00182
1290|0.00133
1291|0.26486
1292|0.00119
1293|0.0036
1294|0.0022
1295|6.6e-4
1296|6e-4
1297|0.00127
1298|0.00227
1299|0.00122
1300|0.61262
1301|0.1653
1302|0.00928
1303|0.00765
1304|0.00116
1305|0.14895
1306|0.07368
1307|0.00221
1308|0.00233
1309|0.00121
