id|score
1289|0.0019
1290|0.00138
1291|0.29269
1292|0.00105
1293|0.00429
1294|0.00234
1295|8.6e-4
1296|5.9e-4
1297|0.00149
1298|0.00244
1299|0.00102
1300|0.63498
1301|0.16603
1302|0.00879
1303|0.0079
1304|0.00131
1305|0.15331
1306|0.09911
1307|0.00207
1308|0.00224
1309|0.00123
